 Daily soil water balance output for Alfalfa in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015,,,,,,,,,,,,,,,,,,,,,,,Annual and in-season monthly output for  Alfalfa at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015,,,,,
Year,Mon,Day,DOY, Area,OKc,IKc,CCKc,ETo,Kc,ETc,Pcp,Er,Spg,Espg,SWD,SWDx,FC,PWP,SWC, YT ,NA,,Year,Mon, Area,ETo,ETc,ETc
 #  , # , # ,  #,Acres,   ,   ,    , mm,mm, mm, mm,mm, mm, mm , mm, mm ,mm, mm, mm, mm, mm,,#  , # , Acres, mm, mm,acre-ft
2014,10,1,274,781,0.08,1,0,5.32,1,5.32,0,0,0,0,74.68,110.65,498.58,249.29,423.9,387.93,0,,2014,10,781,100.62,100.62,257.82
2014,10,2,275,781,0.08,1,0,4.09,1,4.09,0,0,0,0,78.77,110.65,498.58,249.29,419.81,387.93,0,,2014,11,781,44.55,48.05,123.12
2014,10,3,276,781,0.08,1,0,4.19,1,4.19,0,0,0,0,82.96,110.65,498.58,249.29,415.62,387.93,0,,2014,12,781,32.61,36.88,94.50
2014,10,4,277,781,0.08,1,0,4.16,1,4.16,0,0,0,0,87.12,110.65,498.58,249.29,411.46,387.93,0,,2015,1,781,32.17,32.17,82.43
2014,10,5,278,781,0.08,1,0,4.02,1,4.02,0,0,0,0,91.14,110.65,498.58,249.29,407.44,387.93,0,,2015,2,781,56.25,57.55,147.46
2014,10,6,279,781,0.08,1,0,3.98,1,3.98,0,0,0,0,95.12,110.65,498.58,249.29,403.46,387.93,0,,2015,3,781,102.43,103.26,264.59
2014,10,7,280,781,0.08,1,0,4.04,1,4.04,0,0,0,0,99.16,110.65,498.58,249.29,399.42,387.93,0,,2015,4,781,135.20,135.98,348.43
2014,10,8,281,781,0.08,1,0,4.82,1,4.82,0,0,0,0,103.98,110.65,498.58,249.29,394.6,387.93,0,,2015,5,781,148.97,149.15,382.17
2014,10,9,282,781,0.08,1,0,4.07,1,4.07,0,0,0,0,108.05,110.65,498.58,249.29,390.53,387.93,0,,2015,6,781,193.42,193.42,495.61
2014,10,10,283,781,0.08,1,0,3.48,1,3.48,0,0,0,0,0,110.65,498.58,249.29,498.58,387.93,111.53,,2015,7,781,200.86,200.86,514.67
2014,10,11,284,781,0.08,1,0,3.42,1,3.42,0,0,0,0,3.42,110.65,498.58,249.29,495.16,387.93,0,,2015,8,781,184.58,184.58,472.96
2014,10,12,285,781,0.08,1,0,5.74,1,5.74,0,0,0,0,9.16,110.65,498.58,249.29,489.42,387.93,0,,2015,9,781,143.41,143.41,367.46
2014,10,13,286,781,0.08,1,0,3.97,1,3.97,0,0,0,0,13.13,110.65,498.58,249.29,485.45,387.93,0,,,,,,,
2014,10,14,287,781,0.08,1,0,3.13,1,3.13,0,0,0,0,16.26,110.65,498.58,249.29,482.32,387.93,0,,,,,,,
2014,10,15,288,781,0.08,1,0,2.43,1,2.43,0,0,0,0,18.69,110.65,498.58,249.29,479.89,387.93,0,,,,,,,
2014,10,16,289,781,0.08,1,0,2.72,1,2.72,0,0,0,0,21.41,110.65,498.58,249.29,477.17,387.93,0,,,,,,,
2014,10,17,290,781,0.08,1,0,2.53,1,2.53,0,0,0,0,23.94,110.65,498.58,249.29,474.64,387.93,0,,,,,,,
2014,10,18,291,781,0.08,1,0,2.88,1,2.88,0,0,0,0,26.82,110.65,498.58,249.29,471.76,387.93,0,,,,,,,
2014,10,19,292,781,0.08,1,0,2.84,1,2.84,0,0,0,0,29.66,110.65,498.58,249.29,468.92,387.93,0,,,,,,,
2014,10,20,293,781,0.08,1,0,2.22,1,2.22,0,0,0,0,31.88,110.65,498.58,249.29,466.7,387.93,0,,,,,,,
2014,10,21,294,781,0.08,1,0,2.7,1,2.7,0,0,0,0,34.58,110.65,498.58,249.29,464,387.93,0,,,,,,,
2014,10,22,295,781,0.08,1,0,2.55,1,2.55,0,0,0,0,37.13,110.65,498.58,249.29,461.45,387.93,0,,,,,,,
2014,10,23,296,781,0.08,1,0,2.57,1,2.57,0,0,0,0,39.7,110.65,498.58,249.29,458.88,387.93,0,,,,,,,
2014,10,24,297,781,0.08,1,0,2.55,1,2.55,0,0,0,0,42.25,110.65,498.58,249.29,456.33,387.93,0,,,,,,,
2014,10,25,298,781,0.08,1,0,2.29,1,2.29,0,0,0,0,44.54,110.65,498.58,249.29,454.04,387.93,0,,,,,,,
2014,10,26,299,781,0.08,1,0,2.69,1,2.69,1.42,1.42,0,0,45.81,110.65,498.58,249.29,452.77,387.93,0,,,,,,,
2014,10,27,300,781,0.08,1,0,2.51,1,2.51,0,0,0,0,48.32,110.65,498.58,249.29,450.26,387.93,0,,,,,,,
2014,10,28,301,781,0.08,1,0,2.39,1,2.39,0,0,0,0,50.71,110.65,498.58,249.29,447.87,387.93,0,,,,,,,
2014,10,29,302,781,0.08,1,0,2.5,1,2.5,0,0,0,0,53.21,110.65,498.58,249.29,445.37,387.93,0,,,,,,,
2014,10,30,303,781,0.08,1,0,2.44,1,2.44,0,0,0,0,55.65,110.65,498.58,249.29,442.93,387.93,0,,,,,,,
2014,10,31,304,781,0.08,1,0,1.38,1,1.38,0,0,0,0,57.03,110.65,498.58,249.29,441.55,387.93,0,,,,,,,
2014,11,1,305,781,1.15,1,0,1.85,1.15,2.12,8.58,8.58,0,0,50.57,110.65,498.58,249.29,448.01,387.93,0,,,,,,,
2014,11,2,306,781,1.14,1,0,2.15,1.14,2.45,0,0,0,0,53.02,110.65,498.58,249.29,445.56,387.93,0,,,,,,,
2014,11,3,307,781,1.14,1,0,1.8,1.14,2.06,0,0,0,0,55.08,110.65,498.58,249.29,443.5,387.93,0,,,,,,,
2014,11,4,308,781,1.01,1,0,1.77,1.01,1.79,0,0,0,0,56.87,110.65,498.58,249.29,441.71,387.93,0,,,,,,,
2014,11,5,309,781,0.9,1,0,1.98,1,1.98,0,0,0,0,58.85,110.65,498.58,249.29,439.73,387.93,0,,,,,,,
2014,11,6,310,781,0.82,1,0,1.93,1,1.93,0,0,0,0,60.78,110.65,498.58,249.29,437.8,387.93,0,,,,,,,
2014,11,7,311,781,0.76,1,0,1.95,1,1.95,0,0,0,0,62.73,110.65,498.58,249.29,435.85,387.93,0,,,,,,,
2014,11,8,312,781,0.71,1,0,1.88,1,1.88,0,0,0,0,64.61,110.65,498.58,249.29,433.97,387.93,0,,,,,,,
2014,11,9,313,781,0.67,1,0,1.83,1,1.83,0,0,0,0,66.44,110.65,498.58,249.29,432.14,387.93,0,,,,,,,
2014,11,10,314,781,0.64,1,0,1.78,1,1.78,0,0,0,0,68.22,110.65,498.58,249.29,430.36,387.93,0,,,,,,,
2014,11,11,315,781,0.62,1,0,1.54,1,1.54,0,0,0,0,69.76,110.65,498.58,249.29,428.82,387.93,0,,,,,,,
2014,11,12,316,781,0.59,1,0,1.6,1,1.6,0,0,0,0,71.36,110.65,498.58,249.29,427.22,387.93,0,,,,,,,
2014,11,13,317,781,1.18,1,0,1.12,1.18,1.32,5.87,5.87,0,0,66.8,110.65,498.58,249.29,431.78,387.93,0,,,,,,,
2014,11,14,318,781,1.17,1,0,1.44,1.17,1.68,1.23,1.23,0,0,67.26,110.65,498.58,249.29,431.32,387.93,0,,,,,,,
